component_a,component_b,hvtype,kijsrk,kijtsrk,kij_pr,kijtpr,kijpcsaft,hvalpha,hvgij,hvgji,wstype,nrtlalpha,nrtlgij,nrtlgji,gijvisc,hvgijt,hvgjit,wsgijt,wsgjit,cpakij_srk,cpakijt_srk,cpakijx_srk,cpakjix_srk,cpakij_pr,kijwsunifac,cpabetacross,cpaepscross,kijwhitsonsoriede
c-propane,co2,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
i-butane,co2,Classic,0.13680001,0.0,0.12980001,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,0.0,0.0,0.0,0.12980001
n-butane,co2,Classic,0.1474,0.0,0.12980001,0.0,0.094,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,0.0,0.0,0.0,0.133
c-c4,co2,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
i-pentane,co2,Classic,0.12970001,0.0,0.125,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,0.0,0.0,0.0,0.125
n-pentane,co2,Classic,0.1278,0.0,0.125,0.0,0.102,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,0.0,0.0,0.0,0.14
2-m-c5,co2,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3-m-c5,co2,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
n-hexane,co2,Classic,0.12,0.0,0.12,0.0,0.11,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,0.0,0.0,0.0,0.145
benzene,co2,Classic,0.076700001,0.0,0.081,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081
c-hexane,co2,Classic,0.1087,0.0,0.1087,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1087
223-tm-c4,co2,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
n-heptane,co2,Classic,0.109999991,0.0,0.1,0.0,0.106,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.145
toluene,co2,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c-c7,co2,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c-c8,co2,Classic,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1
mdea+,co2,Classic,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
h3o+,co2,Classic,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
co2,mdea,Classic,0.5,0.0,0.1,0.0,0.0,0.239,3204.3057406,-2753.7379912,WS,0.3,-713.0,-393.0,0.0,-12.47283302,13.015037932,0.0,0.0,0.3,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.1
hco3-,co2,Classic,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
oh-,co2,Classic,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
na+,co2,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cl-,co2,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ca++,co2,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
li+,co2,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
br-,co2,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nh4+,co2,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
co3--,co2,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deacoo-,co2,Classic,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
dea,co2,Classic,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
dea+,co2,Classic,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
k+,co2,Classic,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
hs-,co2,Classic,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
s--,co2,Classic,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
i-,co2,Classic,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
mg++,co2,Classic,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ba++,co2,Classic,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sr++,co2,Classic,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
water,propane,HV,0.53,0.0,0.53,0.0,0.0,0.07,-1584.0,3517.0,WS,0.122,2467.0,274.0,0.0,-0.44,-0.1,0.0,0.0,0.11,0.0,0.11,0.11,0.1135,0.0,0.0,0.0,0.5525
methanol,propane,HV,0.22,0.0,0.22,0.0,0.0,0.395,895.0,435.0,WS,0.395,895.0,435.0,0.0,0.0,0.0,0.0,0.0,0.026,0.0,0.026,0.026,0.0,0.0,0.0,0.0,0.22
ethanol,propane,HV,0.22,0.0,0.22,0.0,0.0,0.395,895.0,435.0,WS,0.395,895.0,435.0,0.0,0.0,0.0,0.0,0.0,0.038,0.0,0.038,0.038,0.0,0.0,0.0,0.0,0.22
meg,propane,Classic,0.2,0.0,0.2,0.0,0.0,0.3656,2063.0,601.7,Classic,0.3656,2063.0,601.7,0.0,0.0,0.0,0.0,0.0,0.1132,0.0,0.1132,0.1132,0.1132,0.0,0.0,0.0,0.2
deg,propane,Classic,0.2,0.0,0.2,0.0,0.0,0.3656,2063.0,601.7,Classic,0.3656,2063.0,601.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
teg,propane,Classic,0.2,0.0,0.2,0.0,0.0,0.3656,2063.0,601.7,Classic,0.3656,2063.0,601.7,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.13,0.13,0.0,0.0,0.0,0.2
nacl,propane,Classic,0.72,0.0,0.72,0.0,0.0,0.0592,10539.0,4777.0,Classic,0.0592,10539.0,4777.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72
cacl2,propane,Classic,1.18,0.0,1.18,0.0,0.0,0.0364,99000.0,3080.0,Classic,0.0364,99000.0,3080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18
helium,propane,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hydrogen,propane,Classic,0.0799,0.0,0.0799,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0799,0.0,0.0799,0.0799,0.0799,0.0,0.0,0.0,0.0799
nitrogen,propane,Classic,0.0886,0.0,0.079998,0.0,0.052,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0886,0.0,0.0886,0.0886,0.0886,0.0,0.0,0.0,0.0852
argon,propane,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
h2s,propane,Classic,0.0831,0.0,0.07,0.0,0.045,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,0.0,0.0,0.0,0.07
c-propane,propane,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
i-butane,propane,Classic,0.00153851,0.0,0.00153851,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00153851
n-butane,propane,Classic,0.00132268,0.0,0.00132268,0.0,0.003,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033
c-c4,propane,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
i-pentane,propane,Classic,0.00305075,0.0,0.00305075,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00305075
n-pentane,propane,Classic,0.00316586,0.0,0.00316586,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012
2-m-c5,propane,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3-m-c5,propane,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
n-hexane,propane,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0267
benzene,propane,Classic,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02
c-hexane,propane,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223-tm-c4,propane,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
n-heptane,propane,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056
toluene,propane,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c-c7,propane,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c-c8,propane,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
h3o+,propane,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hco3-,propane,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oh-,propane,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
na+,propane,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cl-,propane,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ca++,propane,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
li+,propane,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
br-,propane,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nh4+,propane,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
co3--,propane,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deacoo-,propane,Classic,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
dea,propane,Classic,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
dea+,propane,Classic,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
k+,propane,Classic,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
hs-,propane,Classic,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
s--,propane,Classic,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
i-,propane,Classic,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
mg++,propane,Classic,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ba++,propane,Classic,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sr++,propane,Classic,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
methanol,water,HV,-0.0789,0.0,-0.0789,0.0,0.0,0.357,410.67,-169.63,WS,0.303,-48.68,610.6,0.0,1.89,-1.11,0.0,0.0,-0.153,0.0,-0.153,-0.153,-0.153,0.0,0.0,0.0,-0.0789
ethanol,water,HV,0.0,0.0,0.0,0.0,0.0,0.2245,2207.03,-2612.51,WS,0.3791,-268.88,885.99,0.0,-4.6,7.3,0.0,0.0,-0.11,0.0,-0.11,-0.11,-0.11,0.0,0.0,0.0,0.0
water,meg,HV,0.0,0.0,-0.0385,0.0,0.0,-0.0145,1506.3,-863.3,WS,0.327,1229.0,-946.4,-0.453309318,4.11,-0.603,0.0,0.0,-0.115,0.0,-0.115,-0.115,-0.115,0.0,0.0,0.0,-0.0385
deg,water,HV,-0.1259,0.0,-0.1259,0.0,0.0,0.4739,-624.62,715.5,WS,0.4739,-624.62,715.5,0.0,0.0,0.0,0.0,0.0,-0.115,0.0,-0.115,-0.115,-0.115,0.0,0.0,0.0,-0.1259
teg,water,HV,-0.2035,0.0,-0.2035,0.0,0.0,0.1967,-2913.94,2497.41,WS,0.3,-777.0,1915.0,0.8,0.0,0.0,0.0,0.0,-0.27,0.000441331,-0.245871147,-0.34348577,-0.27,0.0,0.0,0.0,-0.2035
helium,water,Classic,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
hydrogen,water,Classic,0.5322,0.0,0.5322,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5322
nitrogen,water,HV,0.48,0.0,0.48,0.0,0.0,0.08,4898.64,-111.76,WS,0.0768,-388.0,4911.0,0.0,-6.9,2.06,0.0,0.0,-1.389072518,0.003879719,-1.389072518,-1.389072518,0.0,0.0,0.0,0.0,0.4778
argon,water,Classic,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
oxygen,water,HV,0.5,0.0,0.5,0.0,0.0,0.03,6743.539908393,-1580.966630082,Classic,0.0,0.0,0.0,0.0,6.754185549,-1.41065525,0.0,0.0,-1.088749036,0.003744044,-1.088749036,-1.088749036,0.0,0.0,0.0,0.0,0.5
co2,water,HV,0.1,0.0,0.184,0.236,0.0,0.03,5251.737437198,-3121.2788585,WS,0.3,-393.0,-713.0,0.0,-0.842025353,-0.512331604,0.96,3.96,-0.27686,0.001121,-0.27686,-0.27686,0.0,0.0,0.075,0.0,0.1896
h2s,water,HV,0.03,0.0,0.03,0.0,0.0,0.10448,26082.0,-2148.0,WS,0.0653,-1082.0,2579.6,0.0,-18.45,5.67,0.0,0.0,0.1913,0.0,0.1913,0.1913,0.0,0.0,0.0624,10878.0,0.03
water,ethane,HV,0.45,0.0,0.635,-0.93,0.0,0.122,-1479.91,5173.65,WS,0.122,274.0,2467.0,0.0,3.46,-6.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.492
c-propane,water,Classic,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
i-butane,water,HV,0.52,0.0,0.52,0.0,0.0,0.145,681.0,2507.0,WS,0.145,681.0,2507.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52
c-c4,water,Classic,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
i-pentane,water,HV,0.5,0.0,0.5,0.0,0.0,0.145,681.0,2507.0,WS,0.145,681.0,2507.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
n-pentane,water,HV,0.5,0.0,0.5,0.0,0.0,0.145,681.0,2507.0,WS,0.145,681.0,2507.0,0.0,0.0,0.0,0.0,0.0,0.0615,0.0,0.0615,0.0615,0.0,0.0,0.0,0.0,0.5
2-m-c5,water,Classic,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
3-m-c5,water,Classic,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
n-hexane,water,HV,0.5,0.0,0.5,0.0,0.0,0.145,681.0,2507.0,WS,0.145,681.0,2507.0,0.0,0.0,0.0,0.0,0.0,0.0355,0.0,0.0355,0.0355,0.0,0.0,0.0,0.0,0.5
benzene,water,Classic,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0355,0.0,0.0355,0.0355,0.0,0.0,0.079,0.0,0.5
c-hexane,water,Classic,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
223-tm-c4,water,Classic,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
n-heptane,water,HV,0.5,0.0,0.5,0.0,0.0,0.145,681.0,2507.0,WS,0.145,681.0,2507.0,0.0,0.0,0.0,0.0,0.0,0.0095,0.0,0.0095,0.0095,0.0,0.0,0.0,0.0,0.5
toluene,water,Classic,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0095,0.0,0.0095,0.0095,0.0,0.0,0.06,0.0,0.5
c-c7,water,Classic,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
c-c8,water,HV,0.5,0.0,0.5,0.0,0.0,0.145,681.0,2507.0,WS,0.145,681.0,2507.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
h3o+,water,Classic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Classic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
hco3-,water,HV,0.0,0.0,0.0,0.0,0.0,0.2,-1500.0,0.0,Classic,0.2,-1500.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
